age,workStatus,facultyDummy,staffDummy,gender,race_1,race_2,race_3,race_9,race_10,race_11,race_12,race_12_TEXT,race_13,income,childrenDependents,schoolDivision,schoolDivision_25_TEXT,originlat,originlon,destinlat,destinlon,total_trips_old,commuteCampus_1,commute_days,modeChoice_1old,modeChoice_2old,modeChoice_3old,modeChoice_4old,modeChoice_5old,modeChoice_6old,modeChoice_7old,modeChoice_8old,modeChoice_9old,modeChoice_10old,modeChoice_1,modeChoice_2,modeChoice_3,modeChoice_4,modeChoice_5,modeChoice_6,modeChoice_7,modeChoice_8,modeChoice_9,modeChoice_10,arrivalTime,totalHours,reasonabilyUtilize_1,reasonabilyUtilize_2,reasonabilyUtilize_3,reasonabilyUtilize_4,reasonabilyUtilize_5,reasonabilyUtilize_6,reasonabilyUtilize_7,reasonabilyUtilize_8,whyBike_1,whyBike_2,whyBike_3,whyBike_5,whyBike_6,whyBike_7,whyBike_8,whyBike_9,whyBike_10,whyWalk_1,whyWalk_2,whyWalk_4,whyWalk_5,whyWalk_6,whyWalk_7,whyCarpool_1,whyCarpool_2,whyCarpool_3,whyCarpool_4,whyCarpool_5,whyCarpool_6,whyCarpool_7,whyVanpool_1,whyVanpool_2,whyVanpool_3,whyVanpool_4,whyVanpool_5,whyVanpool_6,whyTransit_1,whyTransit_2,whyTransit_3,whyTransit_4,whyTransit_6,whyTransit_7,whyTransit_8,whyTransit_9,whyTransit_10,scenarioBikeWalkDr,scenarioCarpoolD,scenarioTransitD,scenarioBikeWalkTr,envImpact_1,envImpact_1_dummy,envImpact_2,envImpact_2_dummy,longdistYN,longdistTripsCompare_1,longdistTripsCompare_2,longdistTripsCompare_3,longdistTripsCompare_4,longdistTripsNYC,longdistTripsBos,longdistTripsPitt,longdistTripsDriveRe_1,longdistTripsDriveRe_2,longdistTripsFlyReas_1,longdistTripsFlyReas_2,longdistTripsFlyReas_3,geometry
45-54,Staff,0,1,Woman,White,"","","","","","","","","$120,000 - $139,999",No,Division of Facilities and Real Estate Services,"",39.9280098,-75.1692926,39.9523284,-75.1866168,4,4,4,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,Walk,Bike,Carpool,Rideshare or taxi,Vanpool,"Other mobility device (Scooter, Hoverboard, etc.)","","","","",Weather,"","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","",I prefer my current type of transportation,"","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1692926|39.9280098
45-54,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",Yes,School of Arts and Sciences,"",39.8967563,-75.0319086,39.9533345,-75.1913608,10,5,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,"","",Carpool,"",Vanpool,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.0319086|39.8967563
25-34,Faculty,1,0,Man,"","","",Asian,"","","","","","$150,000 or more",No,School of Engineering and Applied Science,"",39.9685891088981,-75.1789328239258,39.95313993931307,-75.19565989206544,5,5,5,0,0,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,"","",Walk,Bike,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,Yes,"","","","","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to Boston","Take a taxi or use rideshare to get to PHL, fly to Pittsburgh","","",Neither agree nor disagree,Strongly agree,Strongly disagree,-75.1789328239258|39.9685891088981
25-34,Staff,0,1,Woman,"","","",Asian,"","","","","","$60,000 - $79,999",No,Perelman School of Medicine,"",39.9550614,-75.2297841,39.9470192,-75.1955569,2,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.2297841|39.9550614
25-34,Graduate Student,0,0,Woman,White,"","","","","","","","","$80,000 - $99,999",No,School of Nursing,"",39.9240433,-75.1740622,39.94913409999999,-75.19601500000002,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,"","",Bike,"",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.1740622|39.9240433
45-54,Staff,0,1,"",White,"","","","","","","","","$150,000 or more",No,School of Nursing,"",40.0115009,-75.0148931,39.9525839,-75.1652215,4,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6:00-8:00 AM,11-20 hours,"",Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,Yes,"","","","","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to 30th St. Station, take Amtrak to Boston",Drive Pittsburgh and park overnight,Strongly agree,Strongly agree,"","","",-75.0148931|40.0115009
55-64,Staff,0,1,"",White,"","","","","","","","","$140,000 - $149,999",No,Perelman School of Medicine,"",39.7818322,-75.1821597,39.9478702,-75.196834,10,5,5,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,Personal car,"",Walk,"","","","","","","","","","","","","","","","","","","","","","","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via  payroll pre-tax exemption for parking.,Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1821597|39.7818322
35-44,Faculty,1,0,Woman,"",Black or African American,"","","","","","","","$150,000 or more",No,Perelman School of Medicine,"",40.0548134,-75.2420722,39.9465272,-75.195424,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","","","","",Need a car before or after work,"","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.2420722|40.0548134
25-34,Graduate Student,0,0,"",White,"","",Asian,"","","","","","$60,000 - $79,999",No,School of Engineering and Applied Science,"",39.9738513349824,-75.2091452262695,39.951955615060555,-75.20261217783204,5,5,5,0,2,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,"",Bike,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2091452262695|39.9738513349824
25-34,Graduate Student,0,0,Woman,White,"","","","","","","","","$150,000 or more",No,The Wharton School,"",39.9463485,-75.1738538,39.95127300000001,-75.1978103,5,5,5,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,8:00-10:00 AM,More than 40 hours,Personal car,Public Transit,Walk,"","",Rideshare or taxi,"","","","","","","","","","","","","",Takes too long,"","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via  payroll pre-tax exemption for parking.,"","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1738538|39.9463485
18-24,Staff,0,1,Woman,"","",Hispanic or Latinx,"","","","","","","$60,000 - $79,999",No,School of Arts and Sciences,"",39.9571423683919,-75.2022787711914,39.95577169756476,-75.19141127298585,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,"",Public Transit,Walk,Bike,"","","","",I don't own a bicycle,"","","",Weather,I can't park my bike,"",I have to bring a change of clothes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2022787711914|39.9571423683919
55-64,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",No,Information Systems and Computing,"",39.9606643,-75.6054882,39.9529913,-75.1922872,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","",I prefer my current type of transportation,"","","","","","",Not compatible with my schedule,"","","","","",I prefer my current type of transportation,"","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Neither agree nor disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.6054882|39.9606643
35-44,Faculty,1,0,Woman,White,"","","","","","","","","$60,000 - $79,999",No,Perelman School of Medicine,"",39.9524435,-75.1757574,39.9525464,-75.1848815,7,7,7,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10:00-12:00 PM,More than 40 hours,"","",Walk,Bike,"","","","Other mobility device (Scooter, Hoverboard, etc.)",I don't own a bicycle,"","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1757574|39.9524435
65+,Faculty,1,0,Woman,White,"","","","","","","","","$150,000 or more",Yes,Perelman School of Medicine,"",40.0067785,-75.2854622,39.9505059,-75.1951919,5,5,5,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,Prior to 6AM,More than 40 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","",Need a car before or after work,"","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Neither agree nor disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,Yes,1-2 trips,"","",1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to 30th St. Station, take Amtrak to Boston","Take a taxi or use rideshare to get to PHL, fly to Pittsburgh","","","",Strongly agree,"",-75.2854622|40.0067785
35-44,Graduate Student,0,0,Woman,White,"","","","","","","","","$80,000 - $99,999",Yes,Graduate School of Education,"",39.9512532,-75.2763552,39.9532908,-75.1973311,8,4,4,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,I have no set arrival time,11-20 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2763552|39.9512532
25-34,Graduate Student,0,0,Woman,"","",Hispanic or Latinx,"","","","","","","$100,000 - $119,999",No,School of Dental Medicine,"",39.9547499,-75.1663723,39.9526096,-75.2031464,5,5,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,"",Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1663723|39.9547499
18-24,Graduate Student,0,0,Woman,White,"","","","","","","","","$150,000 or more",No,Carey School of Law,"",39.9486024,-75.175647,39.9539018,-75.1929845,5,5,5,0,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Neither agree nor disagree,Disagree or Nuetral,Agree,Agree,No,"","","","","","","","","","","","",-75.175647|39.9486024
55-64,Faculty,1,0,Man,"",Black or African American,"","","","","","","","$150,000 or more",No,Perelman School of Medicine,"",40.0502716,-75.3514887,39.9501477,-75.19388289999999,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,21-30 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","",Not compatible with my schedule,"",Takes too long,"","","","","",It doesn't seem safe,"",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.3514887|40.0502716
35-44,Faculty,1,0,Woman,White,"","","","","","","","","$40,000 - $59,999",No,School of Arts and Sciences,"",39.9645106050381,-75.1676031730469,39.949389508830336,-75.19128252695313,10,5,5,0,5,3,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,Walk,Bike,Carpool,"","","",I don't own a bicycle,I believe it's unsafe,Accessibility issues,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Agree,Agree,Yes,1-2 trips,"","",1-2 trips,"Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to PHL, fly to Boston Logan","Take SEPTA to 30th St. Station, take Amtrak to Pittsburgh","","",Strongly agree,Agree,Neither agree nor disagree,-75.1676031730469|39.9645106050381
55-64,Staff,0,1,"",White,"","","","","","","","","$60,000 - $79,999",No,Perelman School of Medicine,"",40.0084456,-75.26046,39.9581874,-75.1995599,5,5,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.26046|40.0084456
55-64,Staff,0,1,Woman,White,"","","","","","","","","$60,000 - $79,999",No,Perelman School of Medicine,"",39.6442816372754,-75.4985055507619,39.94623989999999,-75.196556,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Agree,Agree,Disagree,Disagree or Nuetral,Yes,"","",1-2 trips,"","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Drive to PHL, fly to Boston Logan","Take SEPTA to 30th St. Station, take Amtrak to Pittsburgh","","",Disagree,Agree,Strongly agree,-75.4985055507619|39.6442816372754
35-44,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",Yes,Division of Public Safety,"",39.9668459071838,-75.1716157577332,39.955788145735326,-75.20359923074952,6,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,More than 40 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,"","","",I believe it's unsafe,"","",Weather,"","","",I prefer my current type of transportation,"","","",Weather,"","",Not compatible with my schedule,"","",Need a car before or after work,"",I live too close to work,"","","","","","","",Not compatible with my schedule,"","",Need a car before or after work,"","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1716157577332|39.9668459071838
45-54,Staff,0,1,Woman,White,"","","","","","","","","$100,000 - $119,999",No,Division of Human Resources,"",39.9105176,-75.0497448,39.9558177,-75.1945728,4,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","","","",Takes too long,"",Don't know how to find a carpool partner,"","","","","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.0497448|39.9105176
